Unnamed: 0,raw_data,date,price,percent,district,small_district
3425,"2019年08月房价
64829元/㎡
0.58%↓
福田
xinzhou",2019年08月房价,64829元/㎡,0.58%↓,福田,xinzhou
3426,"2019年09月房价
65570元/㎡
1.14%↑
福田
xinzhou",2019年09月房价,65570元/㎡,1.14%↑,福田,xinzhou
3427,"2019年10月房价
65560元/㎡
0.01%↓
福田
xinzhou",2019年10月房价,65560元/㎡,0.01%↓,福田,xinzhou
3428,"2019年11月房价
65393元/㎡
0.25%↓
福田
xinzhou",2019年11月房价,65393元/㎡,0.25%↓,福田,xinzhou
3429,"2019年12月房价
64396元/㎡
1.52%↓
福田
xinzhou",2019年12月房价,64396元/㎡,1.52%↓,福田,xinzhou
3430,"2014年01月房价
26193元/㎡
2.71%↑
福田
futiankouan",2014年01月房价,26193元/㎡,2.71%↑,福田,futiankouan
3431,"2014年02月房价
26192元/㎡
--
福田
futiankouan",2014年02月房价,26192元/㎡,--,福田,futiankouan
3432,"2014年03月房价
26195元/㎡
0.01%↑
福田
futiankouan",2014年03月房价,26195元/㎡,0.01%↑,福田,futiankouan
3433,"2014年04月房价
26420元/㎡
0.86%↑
福田
futiankouan",2014年04月房价,26420元/㎡,0.86%↑,福田,futiankouan
3434,"2014年05月房价
27080元/㎡
2.5%↑
福田
futiankouan",2014年05月房价,27080元/㎡,2.5%↑,福田,futiankouan
3435,"2014年06月房价
28724元/㎡
6.07%↑
福田
futiankouan",2014年06月房价,28724元/㎡,6.07%↑,福田,futiankouan
3436,"2014年07月房价
28223元/㎡
1.74%↓
福田
futiankouan",2014年07月房价,28223元/㎡,1.74%↓,福田,futiankouan
3437,"2014年08月房价
27881元/㎡
1.21%↓
福田
futiankouan",2014年08月房价,27881元/㎡,1.21%↓,福田,futiankouan
3438,"2014年09月房价
27065元/㎡
2.93%↓
福田
futiankouan",2014年09月房价,27065元/㎡,2.93%↓,福田,futiankouan
3439,"2014年10月房价
27280元/㎡
0.79%↑
福田
futiankouan",2014年10月房价,27280元/㎡,0.79%↑,福田,futiankouan
3440,"2014年11月房价
27706元/㎡
1.56%↑
福田
futiankouan",2014年11月房价,27706元/㎡,1.56%↑,福田,futiankouan
3441,"2014年12月房价
28438元/㎡
2.64%↑
福田
futiankouan",2014年12月房价,28438元/㎡,2.64%↑,福田,futiankouan
3442,"2018年01月房价
53883元/㎡
7.39%↑
龙华
meilinguankou",2018年01月房价,53883元/㎡,7.39%↑,龙华,meilinguankou
3443,"2018年02月房价
58342元/㎡
8.28%↑
龙华
meilinguankou",2018年02月房价,58342元/㎡,8.28%↑,龙华,meilinguankou
3444,"2018年03月房价
51999元/㎡
10.87%↓
龙华
meilinguankou",2018年03月房价,51999元/㎡,10.87%↓,龙华,meilinguankou
3445,"2018年04月房价
51543元/㎡
0.88%↓
龙华
meilinguankou",2018年04月房价,51543元/㎡,0.88%↓,龙华,meilinguankou
3446,"2018年05月房价
50943元/㎡
1.16%↓
龙华
meilinguankou",2018年05月房价,50943元/㎡,1.16%↓,龙华,meilinguankou
3447,"2018年06月房价
53225元/㎡
4.48%↑
龙华
meilinguankou",2018年06月房价,53225元/㎡,4.48%↑,龙华,meilinguankou
3448,"2018年07月房价
55352元/㎡
4%↑
龙华
meilinguankou",2018年07月房价,55352元/㎡,4%↑,龙华,meilinguankou
3449,"2018年08月房价
55753元/㎡
0.72%↑
龙华
meilinguankou",2018年08月房价,55753元/㎡,0.72%↑,龙华,meilinguankou
3450,"2018年09月房价
55072元/㎡
1.22%↓
龙华
meilinguankou",2018年09月房价,55072元/㎡,1.22%↓,龙华,meilinguankou
3451,"2018年10月房价
55603元/㎡
0.97%↑
龙华
meilinguankou",2018年10月房价,55603元/㎡,0.97%↑,龙华,meilinguankou
3452,"2018年11月房价
55442元/㎡
0.29%↓
龙华
meilinguankou",2018年11月房价,55442元/㎡,0.29%↓,龙华,meilinguankou
3453,"2018年12月房价
54210元/㎡
2.22%↓
龙华
meilinguankou",2018年12月房价,54210元/㎡,2.22%↓,龙华,meilinguankou
3454,"2014年01月房价
21130元/㎡
0.3%↑
宝安中心
taoyuanju",2014年01月房价,21130元/㎡,0.3%↑,宝安中心,taoyuanju
3455,"2014年02月房价
21328元/㎡
0.94%↑
宝安中心
taoyuanju",2014年02月房价,21328元/㎡,0.94%↑,宝安中心,taoyuanju
3456,"2014年03月房价
21793元/㎡
2.18%↑
宝安中心
taoyuanju",2014年03月房价,21793元/㎡,2.18%↑,宝安中心,taoyuanju
3457,"2014年04月房价
21873元/㎡
0.37%↑
宝安中心
taoyuanju",2014年04月房价,21873元/㎡,0.37%↑,宝安中心,taoyuanju
3458,"2014年05月房价
22095元/㎡
1.01%↑
宝安中心
taoyuanju",2014年05月房价,22095元/㎡,1.01%↑,宝安中心,taoyuanju
3459,"2014年06月房价
22099元/㎡
0.02%↑
宝安中心
taoyuanju",2014年06月房价,22099元/㎡,0.02%↑,宝安中心,taoyuanju
3460,"2014年07月房价
21533元/㎡
2.56%↓
宝安中心
taoyuanju",2014年07月房价,21533元/㎡,2.56%↓,宝安中心,taoyuanju
3461,"2014年08月房价
21601元/㎡
0.32%↑
宝安中心
taoyuanju",2014年08月房价,21601元/㎡,0.32%↑,宝安中心,taoyuanju
3462,"2014年09月房价
21400元/㎡
0.93%↓
宝安中心
taoyuanju",2014年09月房价,21400元/㎡,0.93%↓,宝安中心,taoyuanju
3463,"2014年10月房价
21120元/㎡
1.31%↓
宝安中心
taoyuanju",2014年10月房价,21120元/㎡,1.31%↓,宝安中心,taoyuanju
3464,"2014年11月房价
21223元/㎡
0.49%↑
宝安中心
taoyuanju",2014年11月房价,21223元/㎡,0.49%↑,宝安中心,taoyuanju
3465,"2014年12月房价
21385元/㎡
0.76%↑
宝安中心
taoyuanju",2014年12月房价,21385元/㎡,0.76%↑,宝安中心,taoyuanju
3466,"2018年01月房价
63616元/㎡
9.78%↑
福田
huanggang",2018年01月房价,63616元/㎡,9.78%↑,福田,huanggang
3467,"2018年02月房价
66762元/㎡
4.94%↑
福田
huanggang",2018年02月房价,66762元/㎡,4.94%↑,福田,huanggang
3468,"2018年03月房价
58585元/㎡
12.25%↓
福田
huanggang",2018年03月房价,58585元/㎡,12.25%↓,福田,huanggang
3469,"2018年04月房价
58528元/㎡
0.1%↓
福田
huanggang",2018年04月房价,58528元/㎡,0.1%↓,福田,huanggang
3470,"2018年05月房价
59605元/㎡
1.84%↑
福田
huanggang",2018年05月房价,59605元/㎡,1.84%↑,福田,huanggang
3471,"2018年06月房价
60467元/㎡
1.45%↑
福田
huanggang",2018年06月房价,60467元/㎡,1.45%↑,福田,huanggang
3472,"2018年07月房价
61509元/㎡
1.72%↑
福田
huanggang",2018年07月房价,61509元/㎡,1.72%↑,福田,huanggang
3473,"2018年08月房价
63342元/㎡
2.98%↑
福田
huanggang",2018年08月房价,63342元/㎡,2.98%↑,福田,huanggang
3474,"2018年09月房价
63113元/㎡
0.36%↓
福田
huanggang",2018年09月房价,63113元/㎡,0.36%↓,福田,huanggang
3475,"2018年10月房价
61785元/㎡
2.1%↓
福田
huanggang",2018年10月房价,61785元/㎡,2.1%↓,福田,huanggang
3476,"2018年11月房价
61381元/㎡
0.65%↓
福田
huanggang",2018年11月房价,61381元/㎡,0.65%↓,福田,huanggang
3477,"2018年12月房价
61007元/㎡
0.61%↓
福田
huanggang",2018年12月房价,61007元/㎡,0.61%↓,福田,huanggang
3478,"2020年01月房价
54624元/㎡
2.54%↑
罗湖
buxin",2020年01月房价,54624元/㎡,2.54%↑,罗湖,buxin
3479,"2020年02月房价
55481元/㎡
1.57%↑
罗湖
buxin",2020年02月房价,55481元/㎡,1.57%↑,罗湖,buxin
3480,"2020年03月房价
55328元/㎡
0.28%↓
罗湖
buxin",2020年03月房价,55328元/㎡,0.28%↓,罗湖,buxin
3481,"2020年04月房价
55716元/㎡
0.7%↑
罗湖
buxin",2020年04月房价,55716元/㎡,0.7%↑,罗湖,buxin
3482,"2020年05月房价
55554元/㎡
0.29%↓
罗湖
buxin",2020年05月房价,55554元/㎡,0.29%↓,罗湖,buxin
3483,"2020年06月房价
56686元/㎡
2.04%↑
罗湖
buxin",2020年06月房价,56686元/㎡,2.04%↑,罗湖,buxin
3484,"2020年07月房价
58749元/㎡
3.64%↑
罗湖
buxin",2020年07月房价,58749元/㎡,3.64%↑,罗湖,buxin
3485,"2020年08月房价
60801元/㎡
3.49%↑
罗湖
buxin",2020年08月房价,60801元/㎡,3.49%↑,罗湖,buxin
3486,"2020年09月房价
61433元/㎡
1.04%↑
罗湖
buxin",2020年09月房价,61433元/㎡,1.04%↑,罗湖,buxin
3487,"2020年10月房价
60339元/㎡
1.78%↓
罗湖
buxin",2020年10月房价,60339元/㎡,1.78%↓,罗湖,buxin
3488,"2020年11月房价
60002元/㎡
0.56%↓
罗湖
buxin",2020年11月房价,60002元/㎡,0.56%↓,罗湖,buxin
3489,"2018年01月房价
45016元/㎡
9%↑
罗湖
guomaow",2018年01月房价,45016元/㎡,9%↑,罗湖,guomaow
3490,"2018年02月房价
47460元/㎡
5.43%↑
罗湖
guomaow",2018年02月房价,47460元/㎡,5.43%↑,罗湖,guomaow
3491,"2018年03月房价
42474元/㎡
10.5%↓
罗湖
guomaow",2018年03月房价,42474元/㎡,10.5%↓,罗湖,guomaow
3492,"2018年04月房价
42384元/㎡
0.21%↓
罗湖
guomaow",2018年04月房价,42384元/㎡,0.21%↓,罗湖,guomaow
3493,"2018年05月房价
42430元/㎡
0.11%↑
罗湖
guomaow",2018年05月房价,42430元/㎡,0.11%↑,罗湖,guomaow
3494,"2018年06月房价
42430元/㎡
--
罗湖
guomaow",2018年06月房价,42430元/㎡,--,罗湖,guomaow
3495,"2018年07月房价
42496元/㎡
0.16%↑
罗湖
guomaow",2018年07月房价,42496元/㎡,0.16%↑,罗湖,guomaow
3496,"2018年08月房价
42777元/㎡
0.66%↑
罗湖
guomaow",2018年08月房价,42777元/㎡,0.66%↑,罗湖,guomaow
3497,"2018年09月房价
43430元/㎡
1.53%↑
罗湖
guomaow",2018年09月房价,43430元/㎡,1.53%↑,罗湖,guomaow
3498,"2018年10月房价
43575元/㎡
0.34%↑
罗湖
guomaow",2018年10月房价,43575元/㎡,0.34%↑,罗湖,guomaow
3499,"2018年11月房价
43675元/㎡
0.23%↑
罗湖
guomaow",2018年11月房价,43675元/㎡,0.23%↑,罗湖,guomaow
3500,"2018年12月房价
43405元/㎡
0.62%↓
罗湖
guomaow",2018年12月房价,43405元/㎡,0.62%↓,罗湖,guomaow
3501,"2017年01月房价
42476元/㎡
3.64%↓
罗湖
buxin",2017年01月房价,42476元/㎡,3.64%↓,罗湖,buxin
3502,"2017年02月房价
43004元/㎡
1.24%↑
罗湖
buxin",2017年02月房价,43004元/㎡,1.24%↑,罗湖,buxin
3503,"2017年03月房价
43954元/㎡
2.21%↑
罗湖
buxin",2017年03月房价,43954元/㎡,2.21%↑,罗湖,buxin
3504,"2017年04月房价
44363元/㎡
0.93%↑
罗湖
buxin",2017年04月房价,44363元/㎡,0.93%↑,罗湖,buxin
3505,"2017年05月房价
45010元/㎡
1.46%↑
罗湖
buxin",2017年05月房价,45010元/㎡,1.46%↑,罗湖,buxin
3506,"2017年06月房价
45864元/㎡
1.9%↑
罗湖
buxin",2017年06月房价,45864元/㎡,1.9%↑,罗湖,buxin
3507,"2017年07月房价
45599元/㎡
0.58%↓
罗湖
buxin",2017年07月房价,45599元/㎡,0.58%↓,罗湖,buxin
3508,"2017年08月房价
44642元/㎡
2.1%↓
罗湖
buxin",2017年08月房价,44642元/㎡,2.1%↓,罗湖,buxin
3509,"2017年09月房价
45089元/㎡
1%↑
罗湖
buxin",2017年09月房价,45089元/㎡,1%↑,罗湖,buxin
3510,"2017年10月房价
48398元/㎡
7.34%↑
罗湖
buxin",2017年10月房价,48398元/㎡,7.34%↑,罗湖,buxin
3511,"2017年11月房价
49910元/㎡
3.12%↑
罗湖
buxin",2017年11月房价,49910元/㎡,3.12%↑,罗湖,buxin
3512,"2017年12月房价
49940元/㎡
0.06%↑
罗湖
buxin",2017年12月房价,49940元/㎡,0.06%↑,罗湖,buxin
3513,"2012年01月房价
32997元/㎡
--
南山
huaqiaocheng",2012年01月房价,32997元/㎡,--,南山,huaqiaocheng
3514,"2012年02月房价
33549元/㎡
1.67%↑
南山
huaqiaocheng",2012年02月房价,33549元/㎡,1.67%↑,南山,huaqiaocheng
3515,"2012年03月房价
34014元/㎡
1.39%↑
南山
huaqiaocheng",2012年03月房价,34014元/㎡,1.39%↑,南山,huaqiaocheng
3516,"2012年04月房价
35099元/㎡
3.19%↑
南山
huaqiaocheng",2012年04月房价,35099元/㎡,3.19%↑,南山,huaqiaocheng
3517,"2012年05月房价
35986元/㎡
2.53%↑
南山
huaqiaocheng",2012年05月房价,35986元/㎡,2.53%↑,南山,huaqiaocheng
3518,"2012年06月房价
36789元/㎡
2.23%↑
南山
huaqiaocheng",2012年06月房价,36789元/㎡,2.23%↑,南山,huaqiaocheng
3519,"2012年07月房价
37783元/㎡
2.7%↑
南山
huaqiaocheng",2012年07月房价,37783元/㎡,2.7%↑,南山,huaqiaocheng
3520,"2012年08月房价
36121元/㎡
4.4%↓
南山
huaqiaocheng",2012年08月房价,36121元/㎡,4.4%↓,南山,huaqiaocheng
3521,"2012年09月房价
34304元/㎡
5.03%↓
南山
huaqiaocheng",2012年09月房价,34304元/㎡,5.03%↓,南山,huaqiaocheng
3522,"2012年10月房价
34307元/㎡
0.01%↑
南山
huaqiaocheng",2012年10月房价,34307元/㎡,0.01%↑,南山,huaqiaocheng
3523,"2012年11月房价
34323元/㎡
0.05%↑
南山
huaqiaocheng",2012年11月房价,34323元/㎡,0.05%↑,南山,huaqiaocheng
3524,"2012年12月房价
34439元/㎡
0.34%↑
南山
huaqiaocheng",2012年12月房价,34439元/㎡,0.34%↑,南山,huaqiaocheng
3525,"2019年01月房价
77639元/㎡
0.29%↓
南山
shekou",2019年01月房价,77639元/㎡,0.29%↓,南山,shekou
3526,"2019年02月房价
80008元/㎡
3.05%↑
南山
shekou",2019年02月房价,80008元/㎡,3.05%↑,南山,shekou
3527,"2019年03月房价
80253元/㎡
0.31%↑
南山
shekou",2019年03月房价,80253元/㎡,0.31%↑,南山,shekou
3528,"2019年04月房价
80672元/㎡
0.52%↑
南山
shekou",2019年04月房价,80672元/㎡,0.52%↑,南山,shekou
3529,"2019年05月房价
80045元/㎡
0.78%↓
南山
shekou",2019年05月房价,80045元/㎡,0.78%↓,南山,shekou
3530,"2019年06月房价
82180元/㎡
2.67%↑
南山
shekou",2019年06月房价,82180元/㎡,2.67%↑,南山,shekou
3531,"2019年07月房价
83295元/㎡
1.36%↑
南山
shekou",2019年07月房价,83295元/㎡,1.36%↑,南山,shekou
3532,"2019年08月房价
82211元/㎡
1.3%↓
南山
shekou",2019年08月房价,82211元/㎡,1.3%↓,南山,shekou
3533,"2019年09月房价
80426元/㎡
2.17%↓
南山
shekou",2019年09月房价,80426元/㎡,2.17%↓,南山,shekou
3534,"2019年10月房价
81201元/㎡
0.96%↑
南山
shekou",2019年10月房价,81201元/㎡,0.96%↑,南山,shekou
3535,"2019年11月房价
82080元/㎡
1.08%↑
南山
shekou",2019年11月房价,82080元/㎡,1.08%↑,南山,shekou
3536,"2019年12月房价
84908元/㎡
3.45%↑
南山
shekou",2019年12月房价,84908元/㎡,3.45%↑,南山,shekou
3537,"2018年01月房价
53381元/㎡
9.99%↑
罗湖
caiwuwei",2018年01月房价,53381元/㎡,9.99%↑,罗湖,caiwuwei
3538,"2018年02月房价
55615元/㎡
4.18%↑
罗湖
caiwuwei",2018年02月房价,55615元/㎡,4.18%↑,罗湖,caiwuwei
3539,"2018年03月房价
48491元/㎡
12.81%↓
罗湖
caiwuwei",2018年03月房价,48491元/㎡,12.81%↓,罗湖,caiwuwei
3540,"2018年04月房价
48437元/㎡
0.11%↓
罗湖
caiwuwei",2018年04月房价,48437元/㎡,0.11%↓,罗湖,caiwuwei
3541,"2018年05月房价
48911元/㎡
0.98%↑
罗湖
caiwuwei",2018年05月房价,48911元/㎡,0.98%↑,罗湖,caiwuwei
3542,"2018年06月房价
48787元/㎡
0.25%↓
罗湖
caiwuwei",2018年06月房价,48787元/㎡,0.25%↓,罗湖,caiwuwei
3543,"2018年07月房价
48891元/㎡
0.21%↑
罗湖
caiwuwei",2018年07月房价,48891元/㎡,0.21%↑,罗湖,caiwuwei
3544,"2018年08月房价
50024元/㎡
2.32%↑
罗湖
caiwuwei",2018年08月房价,50024元/㎡,2.32%↑,罗湖,caiwuwei
3545,"2018年09月房价
49731元/㎡
0.59%↓
罗湖
caiwuwei",2018年09月房价,49731元/㎡,0.59%↓,罗湖,caiwuwei
3546,"2018年10月房价
50814元/㎡
2.18%↑
罗湖
caiwuwei",2018年10月房价,50814元/㎡,2.18%↑,罗湖,caiwuwei
3547,"2018年11月房价
50747元/㎡
0.13%↓
罗湖
caiwuwei",2018年11月房价,50747元/㎡,0.13%↓,罗湖,caiwuwei
3548,"2018年12月房价
51631元/㎡
1.74%↑
罗湖
caiwuwei",2018年12月房价,51631元/㎡,1.74%↑,罗湖,caiwuwei
3549,"2016年01月房价
75373元/㎡
9.39%↑
南山
houhai",2016年01月房价,75373元/㎡,9.39%↑,南山,houhai
3550,"2016年02月房价
77403元/㎡
2.69%↑
南山
houhai",2016年02月房价,77403元/㎡,2.69%↑,南山,houhai
3551,"2016年03月房价
81778元/㎡
5.65%↑
南山
houhai",2016年03月房价,81778元/㎡,5.65%↑,南山,houhai
3552,"2016年04月房价
81100元/㎡
0.83%↓
南山
houhai",2016年04月房价,81100元/㎡,0.83%↓,南山,houhai
3553,"2016年05月房价
78008元/㎡
3.81%↓
南山
houhai",2016年05月房价,78008元/㎡,3.81%↓,南山,houhai
3554,"2016年06月房价
76750元/㎡
1.61%↓
南山
houhai",2016年06月房价,76750元/㎡,1.61%↓,南山,houhai
3555,"2016年07月房价
76585元/㎡
0.22%↓
南山
houhai",2016年07月房价,76585元/㎡,0.22%↓,南山,houhai
3556,"2016年08月房价
77372元/㎡
1.03%↑
南山
houhai",2016年08月房价,77372元/㎡,1.03%↑,南山,houhai
3557,"2016年09月房价
78243元/㎡
1.13%↑
南山
houhai",2016年09月房价,78243元/㎡,1.13%↑,南山,houhai
3558,"2016年10月房价
80488元/㎡
2.87%↑
南山
houhai",2016年10月房价,80488元/㎡,2.87%↑,南山,houhai
3559,"2016年11月房价
85812元/㎡
6.62%↑
南山
houhai",2016年11月房价,85812元/㎡,6.62%↑,南山,houhai
3560,"2016年12月房价
82375元/㎡
4.01%↓
南山
houhai",2016年12月房价,82375元/㎡,4.01%↓,南山,houhai
3561,"2017年01月房价
68998元/㎡
1.18%↑
福田
shishad",2017年01月房价,68998元/㎡,1.18%↑,福田,shishad
3562,"2017年02月房价
69153元/㎡
0.22%↑
福田
shishad",2017年02月房价,69153元/㎡,0.22%↑,福田,shishad
3563,"2017年03月房价
69851元/㎡
1.01%↑
福田
shishad",2017年03月房价,69851元/㎡,1.01%↑,福田,shishad
3564,"2017年04月房价
70920元/㎡
1.53%↑
福田
shishad",2017年04月房价,70920元/㎡,1.53%↑,福田,shishad
3565,"2017年05月房价
71875元/㎡
1.35%↑
福田
shishad",2017年05月房价,71875元/㎡,1.35%↑,福田,shishad
3566,"2017年06月房价
72428元/㎡
0.77%↑
福田
shishad",2017年06月房价,72428元/㎡,0.77%↑,福田,shishad
3567,"2017年07月房价
72934元/㎡
0.7%↑
福田
shishad",2017年07月房价,72934元/㎡,0.7%↑,福田,shishad
3568,"2017年08月房价
72807元/㎡
0.17%↓
福田
shishad",2017年08月房价,72807元/㎡,0.17%↓,福田,shishad
3569,"2017年09月房价
72783元/㎡
0.03%↓
福田
shishad",2017年09月房价,72783元/㎡,0.03%↓,福田,shishad
3570,"2017年10月房价
72552元/㎡
0.32%↓
福田
shishad",2017年10月房价,72552元/㎡,0.32%↓,福田,shishad
3571,"2017年11月房价
70739元/㎡
2.5%↓
福田
shishad",2017年11月房价,70739元/㎡,2.5%↓,福田,shishad
3572,"2017年12月房价
70757元/㎡
0.02%↑
福田
shishad",2017年12月房价,70757元/㎡,0.02%↑,福田,shishad
3573,"2011年01月房价
14922元/㎡
7.81%↑
宝安中心
baoanzhongxin",2011年01月房价,14922元/㎡,7.81%↑,宝安中心,baoanzhongxin
3574,"2011年02月房价
15407元/㎡
3.25%↑
宝安中心
baoanzhongxin",2011年02月房价,15407元/㎡,3.25%↑,宝安中心,baoanzhongxin
3575,"2011年03月房价
16506元/㎡
7.13%↑
宝安中心
baoanzhongxin",2011年03月房价,16506元/㎡,7.13%↑,宝安中心,baoanzhongxin
3576,"2011年04月房价
17118元/㎡
3.71%↑
宝安中心
baoanzhongxin",2011年04月房价,17118元/㎡,3.71%↑,宝安中心,baoanzhongxin
3577,"2011年05月房价
17351元/㎡
1.36%↑
宝安中心
baoanzhongxin",2011年05月房价,17351元/㎡,1.36%↑,宝安中心,baoanzhongxin
3578,"2011年06月房价
17489元/㎡
0.8%↑
宝安中心
baoanzhongxin",2011年06月房价,17489元/㎡,0.8%↑,宝安中心,baoanzhongxin
3579,"2011年07月房价
17498元/㎡
0.05%↑
宝安中心
baoanzhongxin",2011年07月房价,17498元/㎡,0.05%↑,宝安中心,baoanzhongxin
3580,"2011年08月房价
17317元/㎡
1.03%↓
宝安中心
baoanzhongxin",2011年08月房价,17317元/㎡,1.03%↓,宝安中心,baoanzhongxin
3581,"2011年09月房价
17099元/㎡
1.26%↓
宝安中心
baoanzhongxin",2011年09月房价,17099元/㎡,1.26%↓,宝安中心,baoanzhongxin
3582,"2011年10月房价
16820元/㎡
1.63%↓
宝安中心
baoanzhongxin",2011年10月房价,16820元/㎡,1.63%↓,宝安中心,baoanzhongxin
3583,"2011年11月房价
16480元/㎡
2.02%↓
宝安中心
baoanzhongxin",2011年11月房价,16480元/㎡,2.02%↓,宝安中心,baoanzhongxin
3584,"2011年12月房价
16081元/㎡
2.42%↓
宝安中心
baoanzhongxin",2011年12月房价,16081元/㎡,2.42%↓,宝安中心,baoanzhongxin
3585,"2013年01月房价
18664元/㎡
3.93%↑
罗湖
huangbeiling",2013年01月房价,18664元/㎡,3.93%↑,罗湖,huangbeiling
3586,"2013年02月房价
18739元/㎡
0.4%↑
罗湖
huangbeiling",2013年02月房价,18739元/㎡,0.4%↑,罗湖,huangbeiling
3587,"2013年03月房价
19056元/㎡
1.69%↑
罗湖
huangbeiling",2013年03月房价,19056元/㎡,1.69%↑,罗湖,huangbeiling
3588,"2013年04月房价
19765元/㎡
3.72%↑
罗湖
huangbeiling",2013年04月房价,19765元/㎡,3.72%↑,罗湖,huangbeiling
3589,"2013年05月房价
20076元/㎡
1.57%↑
罗湖
huangbeiling",2013年05月房价,20076元/㎡,1.57%↑,罗湖,huangbeiling
3590,"2013年06月房价
20553元/㎡
2.38%↑
罗湖
huangbeiling",2013年06月房价,20553元/㎡,2.38%↑,罗湖,huangbeiling
3591,"2013年07月房价
21807元/㎡
6.1%↑
罗湖
huangbeiling",2013年07月房价,21807元/㎡,6.1%↑,罗湖,huangbeiling
3592,"2013年08月房价
23031元/㎡
5.61%↑
罗湖
huangbeiling",2013年08月房价,23031元/㎡,5.61%↑,罗湖,huangbeiling
3593,"2013年09月房价
22523元/㎡
2.21%↓
罗湖
huangbeiling",2013年09月房价,22523元/㎡,2.21%↓,罗湖,huangbeiling
3594,"2013年10月房价
22862元/㎡
1.51%↑
罗湖
huangbeiling",2013年10月房价,22862元/㎡,1.51%↑,罗湖,huangbeiling
3595,"2013年11月房价
23189元/㎡
1.43%↑
罗湖
huangbeiling",2013年11月房价,23189元/㎡,1.43%↑,罗湖,huangbeiling
3596,"2013年12月房价
23148元/㎡
0.18%↓
罗湖
huangbeiling",2013年12月房价,23148元/㎡,0.18%↓,罗湖,huangbeiling
3597,"2013年01月房价
28252元/㎡
6.3%↑
南山
kejiyuan",2013年01月房价,28252元/㎡,6.3%↑,南山,kejiyuan
3598,"2013年02月房价
29039元/㎡
2.79%↑
南山
kejiyuan",2013年02月房价,29039元/㎡,2.79%↑,南山,kejiyuan
3599,"2013年03月房价
29625元/㎡
2.02%↑
南山
kejiyuan",2013年03月房价,29625元/㎡,2.02%↑,南山,kejiyuan
3600,"2013年04月房价
30724元/㎡
3.71%↑
南山
kejiyuan",2013年04月房价,30724元/㎡,3.71%↑,南山,kejiyuan
3601,"2013年05月房价
31622元/㎡
2.92%↑
南山
kejiyuan",2013年05月房价,31622元/㎡,2.92%↑,南山,kejiyuan
3602,"2013年06月房价
29007元/㎡
8.27%↓
南山
kejiyuan",2013年06月房价,29007元/㎡,8.27%↓,南山,kejiyuan
3603,"2013年07月房价
26845元/㎡
7.45%↓
南山
kejiyuan",2013年07月房价,26845元/㎡,7.45%↓,南山,kejiyuan
3604,"2013年08月房价
28013元/㎡
4.35%↑
南山
kejiyuan",2013年08月房价,28013元/㎡,4.35%↑,南山,kejiyuan
3605,"2013年09月房价
31494元/㎡
12.43%↑
南山
kejiyuan",2013年09月房价,31494元/㎡,12.43%↑,南山,kejiyuan
3606,"2013年10月房价
33438元/㎡
6.17%↑
南山
kejiyuan",2013年10月房价,33438元/㎡,6.17%↑,南山,kejiyuan
3607,"2013年11月房价
33670元/㎡
0.69%↑
南山
kejiyuan",2013年11月房价,33670元/㎡,0.69%↑,南山,kejiyuan
3608,"2013年12月房价
34702元/㎡
3.07%↑
南山
kejiyuan",2013年12月房价,34702元/㎡,3.07%↑,南山,kejiyuan
3609,"2015年01月房价
29895元/㎡
--
罗湖
liantang",2015年01月房价,29895元/㎡,--,罗湖,liantang
3610,"2015年02月房价
31232元/㎡
4%↑
罗湖
liantang",2015年02月房价,31232元/㎡,4%↑,罗湖,liantang
3611,"2015年03月房价
30072元/㎡
4%↓
罗湖
liantang",2015年03月房价,30072元/㎡,4%↓,罗湖,liantang
3612,"2015年04月房价
29815元/㎡
1%↓
罗湖
liantang",2015年04月房价,29815元/㎡,1%↓,罗湖,liantang
3613,"2015年05月房价
31091元/㎡
4%↑
罗湖
liantang",2015年05月房价,31091元/㎡,4%↑,罗湖,liantang
3614,"2015年06月房价
34882元/㎡
12%↑
罗湖
liantang",2015年06月房价,34882元/㎡,12%↑,罗湖,liantang
3615,"2015年07月房价
39093元/㎡
12%↑
罗湖
liantang",2015年07月房价,39093元/㎡,12%↑,罗湖,liantang
3616,"2015年08月房价
41056元/㎡
5%↑
罗湖
liantang",2015年08月房价,41056元/㎡,5%↑,罗湖,liantang
3617,"2015年09月房价
42427元/㎡
3%↑
罗湖
liantang",2015年09月房价,42427元/㎡,3%↑,罗湖,liantang
3618,"2015年10月房价
44129元/㎡
4%↑
罗湖
liantang",2015年10月房价,44129元/㎡,4%↑,罗湖,liantang
3619,"2015年11月房价
43342元/㎡
2%↓
罗湖
liantang",2015年11月房价,43342元/㎡,2%↓,罗湖,liantang
3620,"2015年12月房价
45262元/㎡
4%↑
罗湖
liantang",2015年12月房价,45262元/㎡,4%↑,罗湖,liantang
3621
3622
3623
3624
3625
3626
3627
3628
3629
3630
3631
3632
3633
3634
3635
3636
3637
3638
3639
3640
3641
3642
3643
3644
3645
3646
3647,"2013年01月房价
17966元/㎡
1.05%↑
盐田
shatoujiao",2013年01月房价,17966元/㎡,1.05%↑,盐田,shatoujiao
3648,"2013年02月房价
18457元/㎡
2.73%↑
盐田
shatoujiao",2013年02月房价,18457元/㎡,2.73%↑,盐田,shatoujiao
3649,"2013年03月房价
19136元/㎡
3.68%↑
盐田
shatoujiao",2013年03月房价,19136元/㎡,3.68%↑,盐田,shatoujiao
